title	creator	publisher	language	ncid	edition	publicationDate	note	subject
会計学の論理	藤井達敬, 斉藤昭雄, 千葉洋編著	東京経済情報出版	jpn	BN10754499		1994.4		NDC8:336.9
本朝武林原始 8卷	日夏繁高著	須原茂兵衛	jpn	BN10761439		享保12[1727]跋	和漢古書につき記述対象資料毎に書誌レコード作成	
中学生の工作全集		岩崎書店	jpn	BN10768551				
観光の再発見 : 空間の探求	清水宣雄著	日本移動教室協会	jpn	BN10775692		1961	付:主なる参考文献203-206p	NDC6:291
ラーメン	福田武雄著	アルス	jpn	BN10782632		1938.5		
小松耕輔 ; 本居長世 ; 梁田貞 ; 中山晋平	音楽之友社編	音楽之友社	jpn	BN10785925		1993.8	監修: 畑中良輔	
郷土食と調理法	全國學農聯盟編	學習社	jpn	BN10809397		1944.9		
しりべしむかしばなし	ふるさと昔ばなし編集委員会編集委員文 ; トニヤ・ゴラノヴァ絵	ふるさと昔ばなし編集委員会	jpn	BN10813044		1994.3	付 (別冊翻訳本 ; 21cm) : 英語・ロシア語併記	
薄荷及合成薄荷	小野嘉七著	理科学書院	jpn	BN10816337		1939.4	著者名小野(嘉七)のヨミ確定せず.	
歐米教育界の新趨勢	湯原元一著	金港堂書籍	jpn	BN10830418		1914.2		
香港映画パラダイス : FLIX特別企画	フリックス編	ビクターエンタテインメント	jpn	BN10837530		1993.10		NDC8:778.22239
断弦	有吉佐和子著	大日本雄弁会講談社	jpn	BN10844671		1957.11		NDC6:913.6
古老は語る	長野県阿智村老人クラブ著	績文堂出版	jpn	BN10847964		1978.12		NDC6:382.152
ネットワーク・インフォメーション	情報通信ネットワーク研究会編著	第一法規	jpn	BN10854904		1987.10	監修: 郵政省電気通信局	
住田三鈷川柳集		川柳展望社	jpn	BN1089939X		1978.4		NDC6:911.46
いま、教師であること : 高校教育を考える	大島孝一[ほか]編著	日本YMCA同盟出版部	jpn	BN10913650		1982.5	奥付編者名:キリスト者高校教師の会	NDC8:376.4
新編世界史	吉岡力 [ほか] 著	好学社	jpn	BN10916943		1967	昭和41年4月11日 文部省検定済教科書 高等学校社会科用	
ケースワーク・グループワーク	武井麻子, 春見静子, 深澤里子共著	光生館	jpn	BN10920791		1994.5	参考文献・引用文献: 章末	NDC8:369.1
バーモント州・ロードアイランド州	講談社インターナショナル編	講談社インターナショナル	jpn	BN10989244		1979		
ムツゴロウの馬 : ショートショート	畑正憲著	文芸春秋	jpn	BN10999678		1988.4		NDC8:913.6
動物映像大百科 = Laserdisc encyclopedia of animals	企画・製作 レーザーディスク株式会社, 東京シネマ新社 ; English version produced by UCLA Office of Instructional Development	発売元・レーザーディスク	jpneng	BN11044397		c1987	”企画・製作 パイオニアLDC株式会社, 東京シネマ新社”--V. 4, 5, 7のスリーブ	NDC7:480.38
糖質実験法	西沢一俊[ほか]編	共立出版	jpn	BN11068883		1968.10	各章末: 参考文献	NDC8:464.5
實驗室に於ける硝子細工法	丸山勉編	カニヤ書店	jpn	BN11072530		1934.5		
目高[めたか]考	辛川十歩著	辛川正部	jpn	BN11075823		1938.6	限定1000部	NDC8:487.5
作品集 五味一幸「道」の世界	五味一幸著	郷土出版社	jpn	BN11082964	限定版	1994.3	五味一幸略年譜:p147〜150	NDC8:733
猪俣の百八燈		埼玉県教育委員会	jpn	BN11106235		1974		NDC6:385.2
ヘミングウェイはなぜ死んだか : 二十世紀の原罪に挑んだ男	柴山哲也著	朝日ソノラマ	jpn	BN11109528		1994.6	ヘミングウェイ略年譜:巻末p4〜9	NDC8:930.28
現代英文商用通信の書き方	北田勤著	ダイヤモンド社	jpneng	BN11113376		1953.3		NDC6:670.93
萩原朔太郎詩集	萩原朔太郎著, 西脇順三郎編	白凰社	jpn	BN11116669	愛蔵版	1970.1	著者の肖像あり	NDC8:911.56
森林気象	川口武雄著	実業教科書	jpn	BN11123609		1947.7		
女たちの家	平岩弓枝著	文芸春秋	jpn	BN11144802		1984.1		NDC8:913.6
丘の音楽 ; 宿命の犬	サキ[著] ; 山田昌司, 和田勇一訳	英宝社	jpn	BN11151943		1958.10		NDC6:933
日本における男色の研究	平塚良宣著	人間の科学社	jpn	BN11206841	普及版	1987.7		NDC9:384.7
女老いて輝くために	[メリデル・ル・シュエールほか著] ; 久慈美貴訳 ; 黒田絵美子詩訳	西村書店	jpn	BN11213982		1994.6	Women and aging.の翻訳	NDC8:367.7
様々な別れ : 文庫オリジナル/傑作推理小説	佐野洋著	光文社	jpn	BN11220922		1993.9		NDC8:913.6
複合構造橋梁	川田忠樹監修 ; 野村國勝, 梶川靖治編著	技報堂出版	jpn	BN1126850X		1994.9		
第二次大戦とドイツ空軍	エドワード・L・ホムゼ著 ; タイムライフブックス編集部編 ; 安東亜音人,小山田義文訳	タイムライフブックス	jpn	BN11279142		c1982	監修:木村秀政	
税務調査に応ずるための証拠資料の作り方	奥住寿著	中央経済社	jpn	BN11286283		1982.9	遡及データをもとにした流用入力	NDC8:336.98
インフォームド・コンセント	森岡恭彦著	日本放送出版協会	jpn	BN11293223		1994.9	参考文献: p215-217	NDC8:490.14
コンデンサの性能と用い方	矢口金次, 八木谷孝之, 小野勇著	東京電機大学出版局	jpn	BN11296516	第2版	1974.5	自序のあとに「改訂にあたって」(昭和49年2月)という記述あり	NDC6:542.95
マス・コミュニケーションの時代		放送大学教育振興会	jpn	BN11334069		[1992]	制作:放送大学学園放送教育開発センター	NDC8:361.45
建設技術者のための実用測量学	吉澤孝和, 服部秀人共著	山海堂	jpn	BN1133768X		1994.8	参考文献・引用文献: piii〜iv	NDC8:512
短距離走法	吉岡隆徳著	金子書房	jpn	BN11341009		1951		NDC6:782.3
山鹿素行全集 : 教化資料	山鹿素行著 ; 島津巖訳著	帝國報徳會本部	jpn	BN1134462X		1924 序	記述は24版(1932.10)による	
かげろふの日記 ; 曠野 : 他七編	堀辰雄著	角川書店	jpn	BN11348121	改版	1968.9	記述は改版再版による。	NDC6:913.6
ヨット百科	「舵」編集部編	舟艇協会出版部	jpn	BN11355262		1951		NDC6:785.7
學校生活	嘉悦孝子著	新聲社	jpn	BN11362202		1903.7	題簽標題: 學校生活 : 完	NDC6:913.6
国際主義と民族主義	劉少奇著 ; 浅川謙次訳	国民文庫社	jpn	BN11368989		1954.5		NDC6:363.5
コンピュータ・ウイルス・ストーリー : OSの死角に巣喰う破壊者	那野比古著	TBSブリタニカ	jpn	BN11372636		1994.8	参考文献: p260-261	NDC8:007.3
野田誠集		八幡船社	jpn	BN11375929		1966		NDC6:911.36
国語の組織	大島正健著	長風社	jpn	BN11403048		1914.9		NDC6:811.1
日本銀行		現代企業研究会	jpn	BN11410189		1962.1		NDC6:338.41
カント研究 : アナロギアの問題を中心として	竹田壽惠雄著	刀江書院	jpn	BN11417100		1950.12		NDC6:134.2
鹿児島県議会百年	鹿児島県議会事務局調査課編	鹿児島県議会	jpn	BN1142074X		1979.7	巻末:参考文献	NDC6:318.497
政教社の人びと	都築七郎著	行政通信社	jpn	BN11431382		1974.8		NDC6:210.6
一枚のレコード		PHP研究所	jpn	BN11500361		1977.1	監修:扇谷正造	NDC6:760.4
コンクリートの調合設計指針・同解説	日本建築学会編著	日本建築学会	jpn	BN11506947	第2版	1994.1	『コンクリートの調合設計・調合管理・品質検査指針案・同解説』(1976年刊)の改訂	NDC8:511.72
仙台藩関係資料	仙台市博物館編	仙台市博物館	jpn	BN11510795	改訂版	1980.10	伊達氏略年表:p104〜105	NDC8:708.7
中国と共に五十年	太田宇之助著	世界情勢研究会出版局	jpn	BN1155508X		1977.4	遡及データをもとにした流用入力	NDC6:222.07
標準フランス会話	目黒士門著	白水社	jpn	BN1156202X	9版	1984.10		NDC6:857.8
ドイツ語の発音	中村英雄著	三修社	jpnger	BN11579248		1957.9		
就業規則の理論と実際	村上茂利著	労働法令協会	jpn	BN11583096		1971		NDC6:366.48
そよそよ山	上崎美恵子作 ; 若菜珪絵	PHP研究所	jpn	BN11586389		1978.11		
島尾敏雄非小説集成	島尾敏雄著	冬樹社	jpn	BN11590036	二版	1975.9	1:島尾敏雄書目:p257-270	NDC8:914.6
私たちはこうして大きくなった	働く母の会編著	[出版者不明]	jpn	BN1159694X		1994.3	東京女性財団助成事業	
三条市史調査資料	三条市史編修委員会近世部会編	三条市	jpn	BN11648227		1977.2-	***遡及データをもとにした流用入力である	NDC8:214.1
家なき子	マロ原作 ; サーニ絵 ; 龍野立子訳 ; 大石真文	小学館	jpn	BN11652075		1977.5		
英国における地方雇用法と経済成長政策の構想		国立国会図書館調査立法考査局	jpn	BN11655368		1965		NDC6:601.33
センチメンタル・ジャーニィ		日本テレビ放送網	jpn	BN11662308		1988.9		NDC8:291.09
娘たちに愛をこめて : パール・バックの結婚入門	パール・バック著 ; 村岡花子訳	三笠書房	jpn	BN11669420		1974.11		NDC8:934
物価変動会計の展開	勝山進著	中央経済社	jpn	BN11676561		1994.10	文献: p350-364	NDC8:336.9
話しことばに自信がつく!	菊谷彰著	三笠書房	jpn	BN11683501		1990.8		NDC8:810
構成劇のつくりかた	湯山厚編著	晩成書房	jpn	BN11686995		1985.8		NDC8:775.7
悲翼陸鷲戦記	宍倉恒孝著	鱒書房	jpn	BN11693935		1956.6	ブックジャケットのタイトル: 悲翼陸鷲戦記 : 陸軍航空隊従軍秘録	NDC6:915.9
古文献資料		宮城縣史編纂委員會	jpn	BN11717206				
振興山村農林漁業特別開発事業実績総覧		農林省農政局	jpn	BN11721054		1971-	出版者の変更: 農林省農政局→農林省構造改善局(遡及データによる)	NDC6:611.15
史跡難波宮跡 : 環境整備事業概要	大阪市教育委員会編	大阪市教育委員会	jpn	BN11724347		1976.5-		NDC8:210.2
イメージの翼 : 細谷巌アートディレクション	細谷巌著	旺文社	jpn	BN11731488		1988.4	『イメージの翼・細谷巌アートディレクション』の改題  総編集:秋山晶  製作:ライトパブリシテイ	NDC8:674.3
形原記	口丹波史談会編	口丹波史談会 ,1993.12-1995.9	jpn	BN11745540				NDC8:288.3
楡のパイプを口にして : 詩論と散文	春山行夫作	ゆまに書房	jpn	BN11752681		1994.10	タイトル及び責任表示は奥付による	NDC8:908
簿記演習	森弘毅著	税務経理協会	jpn	BN11755974	再版	1956		NDC6:679.6
昼となく夜となく ほか	シーモノフ[著] ; 小野俊一・井上満訳	日本ブック・クラブ	jpn	BN11762914		1971.12		NDC8:988
畜産用コンピュータの実際と応用		鶏卵肉情報センター	jpn	BN11800467		1983.10	監修 瀬良英介	
後野遺跡 : 関東ローム層中における石器と土器の文化	後野遺跡調査団編	勝田市教育委員会	jpn	BN11817812		1976.12	折り込図2枚	
道しるべブックス		BOC出版部	jpn	BN11821660				
企業環境の変化と決算実務 : 会計・法制度の国際化への対応	朝日監査法人編	中央経済社	jpn	BN11824953		1994.11		NDC8:336.92
胆吹の巻		富士見書房	jpn	BN1189046X		1982.6		NDC8:913.6
初級中国語 : 藤原浩の中国遊学	楊麗雅〔ほか〕著	白帝社	jpn	BN11897254		1991.11		NDC8:820.7
大峰ケ台地区 : 南江戸桑田遺跡・辻遺跡・大峰ケ台II遺跡		愛媛県埋蔵文化財調査センター	jpn	BN11966233		1994.3	建設省四国地方建設局の委託による	NDC8:210.2
正倉院ガラス容器の研究	原田淑人著	座右寶刊行会	jpn	BN11969526		1948		NDC7:709.2
障害者に優しい学校 : 連続シンポジウム	朝日新聞大阪厚生文化事業団編	朝日新聞大阪厚生文化事業団	jpn	BN11970081		1994.8	同タイトル(1993年8月実施)のシンポジウムの採録。	
人生の詩集	江間章子編著	二見書房	jpn	BN11973374		1968	遡及データをもとにした流用入力	NDC6:908.1
宮崎県方言音便現象の実態	岩本実著	国立国語研究所	jpn	BN11990748		[1951]		
孝譽現有大僧正	加藤鏡心編	知恩院寺務所	jpn	BN11997860		1934.5	御履歴: p 193-194	NDC8:188.62
事業税 : 演習	松田光正著	酒井書店	jpn	BN1200031X	改訂増補版	1958	合刻: 固定資産税演習 (森岡敞著 改訂増補版 117-243p)	NDC6:349.5
あなたの息子はオトコになれない : 大脳生理学が解明する「冬彦さん」の秘密	大島清著	徳間書店	jpn	BN12007104		[1993.9]	出版年はカバーによる	NDC8:491.351
室蘭大觀	渡部義顯著	博文社	jpn	BN12017538		1909.3	題辞: 東郷平八郎,伊達基,佐藤昌介	NDC6:211
かあちゃん行かないで!	高田克子著	朝日新聞社	jpn	BN12021386		1966		NDC6:915.9
刑事訴訟法	井上正治監修	自由国民社	jpn	BN12031619	[1965年]改訂版	1965		
創立五十周年統合記念誌		茨城県蚕業試験場	jpn	BN12045872		1964.12		
話し合いと会議	井上尚美著	明治書院	jpn	BN12107710		1971		NDC6:809
臨床心電図学	上田英雄〔ほか〕著	南山堂	jpn	BN12114851	増補第21版	1970.10		NDC6:492.12
毎日の麺特選 : スパゲッティ、ラーメン、うどん、そば、そうめん		学習研究社	jpn	BN12121992		1984.6	遡及データをもとにした流用入力	NDC8:596.3
総力取材「いじめ」事件	毎日新聞社会部編	毎日新聞社	jpn	BN1216957X		1995.2		NDC8:367.6
札幌のくらし	松村操編集責任者	[北海道大学国際婦人交流会]	jpneng	BN12187152		[199-]		
日本のあけぼの	和島誠一[ほか]編	河出書房新社	jpn	BN12194293		1962.5		NDC8:210.2
柏井紙業株式会社・80年史	神戸新聞事業社編	柏井紙業	jpn	BN12197586		1992.4		NDC8:585.767
中小企業統計要覧	中小企業庁編	大蔵省印刷局	jpn	BN1225263X		1958-	1964の編集者変遷: 中小企業庁→中小企業庁振興部調査公報課(1961-)→中小企業庁長官官房調査課(1964)	NDC6:509.15
修道誓願	笹谷道雄編	ドン・ボスコ社	jpn	BN12259424		1942.4		
みんなで考える飲み水のはなし	アクア研究会著	技報堂出版	jpn	BN12263272		1995.2	文献: p227-229	NDC8:518.1
やさしい経済学の本	長尾昭哉著	同文舘出版	jpn	BN12266565		1995.3	読書のすすめ: p203-205	NDC8:331.04
書生と車夫の東京	小沢信男著	作品社	jpn	BN12269858		1986.3		NDC8:914.6
商法講義		隆文館書店	jpn	BN12270212				
世界の料理をつくる	大月書店編集部編	大月書店	jpn	BN12273505		1995.3		
堂夢の時感 : 木島安史の世界		孤風院の会	jpn	BN12276999		[199-]	略年表: p160-161	
自立への路 : サンシャインオーロラ	菊池徹著	教育出版センター	jpn	BN12280646		1993.10		NDC8:049.1
蒙古要覽	東亞問題研究會著	三省堂	jpn	BN12283939		1938		
綜合歐羅巴地誌	佐藤弘編著	共立社	jpn	BN12311058		1931		
商店編	 坂田武雄著	同文館	jpn	BN12318170		1960		NDC6:335.9
中小企業労務診断読本	野田経済研究所編	野田経済社	jpn	BN12325110		1960		NDC6:335.95
バオバブの木と星の歌 : アフリカの少女の物語	レスリー・ビーク作 ; さくまゆみこ訳 ; 近藤理恵絵	小峰書店	jpn	BN12328403		1994.12		
大学と就職		文部省調査局調査課	jpn	BN12332251		1957.3	MEJ 6152	NDC6:373.2
日本商品配給解説	向井梅次著	千倉書房	jpn	BN12335544		1936.5		
岡山おもしろ人物図鑑		瀬戸内海経済レポート	jpn	BN12338837		1994.12	企画制作: 編集工房吉備人(きびと)	NDC7:281.7504
危ない会社を見分ける法 : その事前対策と法律知識	青野豊作著	実業之日本社	jpn	BN12345978		1972		NDC6:335.9
文章論的読解指導	倉沢栄吉, 渡部寿賀雄編著	明治図書出版	jpn	BN12352918		1961.9		NDC6:375.8
